0.0,0,alpha
0,5000.0
0.02327369053104711,5,alpha
0.04654738106209422,10,alpha
0.06982107159313955,15,alpha
0.09309476212418843,20,alpha
0.11636845265523732,25,alpha
0.139642143186272,30,alpha
0.1629158337173422,35,alpha
0.18618952424836976,40,alpha
0.511,236.4937697377142
0.518,279.32458593911406
0.7375,226.67362242581737
0.754,383.5454714848246
0.7555,230.42090261345183
0.772,227.29713549414907
0.776,231.02391351680708
0.845,236.87116460163392
0.846,250.85237312773376
1.0564833228688997,43,alpha
1.0797570133999699,38,alpha
1.1030307039309974,33,alpha
1.1263043944620676,28,alpha
1.1495780849931023,23,alpha
1.172851775524144,18,alpha
1.196125466055193,13,alpha
1.2193991565862419,8,alpha
1.242672847117289,3,alpha
1.2655,272.68980161535546
1.265946537648336,2,alpha
1.266,2055.0052909697415
1.2892202281793814,7,alpha
1.3124939187104303,12,alpha
1.3125,234.61110536683455
1.3357676092414792,17,alpha
1.359041299772521,22,alpha
1.382314990303577,27,alpha
1.4055886808346187,32,alpha
1.4288623713656605,37,alpha
1.4521360618967165,42,alpha
1.7375,243.8455729349393
1.7605,243.91741319058474
1.784,271.1518467973318
2.02,255.2691523890851
2.3224298605172464,41,alpha
2.345703551048288,36,alpha
2.368977241579344,31,alpha
2.392250932110386,26,alpha
2.415524622641435,21,alpha
2.4387983131724837,16,alpha
2.4620720037035326,11,alpha
2.485345694234578,6,alpha
2.508619384765625,1,alpha
2.531893075296672,4,alpha
2.555166765827721,9,alpha
2.578440456358763,14,alpha
2.6017141468898117,19,alpha
2.6249878374208606,24,alpha
2.6482615279518953,29,alpha
2.6715352184829655,34,alpha
2.694808909013993,39,alpha
3.0005,260.8326461281969
3.0015,237.88791484043935
3.018,231.34712874544232
3.0205,341.91162595510417
3.022,227.12098677621273
