0,5000.0,0
0.012,340.5136671721727,?
0.0155,215.92262095383225,?
0.018,374.4965316066919,192
0.0195,236.3618670993407,137
0.0245,286.37647289956243,?
0.028,310.803845390377,?
0.032,332.931953610607,?
0.0385,291.2096804685698,?
0.0415,278.34269258422404,?
0.0465,275.05065869903206,?
0.052,213.68883753804994,?
0.056,172.16260486975096,?
0.057,172.78426705789715,82
0.0605,202.87145815277896,?
0.0635,240.31454715519968,?
0.065,180.3670161660816,?
0.073,199.8073682626848,?
0.079,175.69082364825655,?
0.097,200.45489003157348,?
0.1445,180.6576982532832,?
0.1655,204.58981879281447,?
0.169,204.28409064933535,?
0.1745,241.64022879259113,?
0.184,245.6396950814901,?
0.186,224.34051140122114,?
0.188,238.05965454161924,?
0.199,230.76792908208384,?
0.202,215.80196620719653,?
0.2105,260.1407168226734,191
0.229,1001.1665871531586,1
0.247,216.56346134949393,193
0.2485,215.58178298153166,136
0.2525,291.8976069734195,?
0.2535,178.16104230176177,?
0.2555,329.91899223553645,?
0.2575,209.84840171876766,?
0.27,179.2533748422777,?
0.2705,192.68662832648178,?
0.271,260.28083924465255,?
0.273,207.38445677008036,?
0.2855,189.00603039640694,?
0.4585,729.7922225236562,2
0.477,180.8869214322661,135
0.6875,229.36350420098796,3
1.146,380.3930818811717,5
1.375,216.488649527528,6
1.8335,283.1370844776255,8
2.0625,196.14484259786286,9
2.521,226.3287774930559,11
